Review;Rating
When we arrived, the lady behind the check-in counter was very short with me when I asked questions. She was pretty rude.  We hauled our luggage to the elevator, which was extremely slow. When we got to our room, the windows were open, the maintenance man was working on the air conditioner and the maid was cleaning the room. They told us to come back later. I asked the maintenance man if the air was broken and he replied no that is was just fine. We hung out in the parking lot until they were done with our room.   During our stay, the air did not work. I asked for a different room, but I was told they were completely booked. They sent the maintenance man up who said he thought the room was fine but that he would tell his boss it felt hot. We never heard anything from anyone.;1
dirty unaccommodating hotel misleading website lobby considered lovely rest place veritable dump, stay nights feb 12 13 2006. daily rate tax 155.98 superior queen non-refundable check-in, arrived early 11:15 a.m. refused early check no surprise busy city day pro-bowl, okay worked hospitality business dozen years n't problem far concerned, asked hotel secure luggage check told no problem, asked suggestions spend time hour wait check basically brushed told walk beach, beach absolutely not close, look grossly misleading website photos lovely rooms views mountains diamondhead waikiki beach golf course implied nearby, not, takes good minutes walk rocky end beach busy streets need crossed, public restroom end waikiki beach n't recommend, changed army museum, ca n't imagine golf course located, spent couple hours beach got lunch headed hotel wait lounge check time, arrived secured luggage luggage cart outside drive-up entry hotel, needed couple things went bags suitcase looking approached hotel bell staff security staff, absolutely no nearby, driven taken luggage unattended cart driven, security non existent claim staff, sat used lounge check, despite on-line reviews year ago complaining closed waterfall pool hotel advertises open promote great feature hotel, figured opened reviews year old, not open, filled slimy green water attracting rats breeding various bugs saw, having field day surrounded dead vegetation, pool located hotel shallow tiny time visiting filled droppings trees, did not attempting clean pool, sauna bath house not clean, did not use, told hotel staff amenities hotel, did discover lounge closed gift shop, checked room asked luggage told taken, got room no luggage, tried desk hotel phone did n't work, ended using cell phone ask luggage, arrived half hour later, mid-afternoon not busy, room, pathetic, dirty, smelly, moldy, mismatched furniture nothing era, certainly not superior queen pictured website, shreds bed lying floor hanging box spring, blanket bedspread riddled burn holes, sheets appeared clean unused, shutter door yes shutter hardly private, bathroom covered dust dirt cabinet doors bathroom, no towel racks hand towel bathroom sink, wallpaper peeling covered mold mildew, huge chunks paint peeling ceiling covered mildew, shower curtain hung track no bars hooks hang wet towels bathing suits, no bathroom fan hairdryer, tub slick extremely dangerous no mat nor bathmat cover slick tile floor step showered, corners tub met wall edges fixtures covered slimy black mold, cabinet sink moldy dirt toilet, nearby room assume nearby used water hear glugging drain water level toilet, door balcony/lanai did not lock, huge sliding glass door basically fenced-in ledge, not face standing balcony stand side-by-side, no view tall city buildings swamp room waterfall pool mentioned, ledge wet drippings air conditioners upper floors, neighborhood noisy great deal traffic main streets end town runs hotel canal, busy street half block away opposite direction sandwiched busiest access egress streets area honolulu used constantly emergency vehicles, reported website hotel does face tiny quiet one-way street big deal, barking dogs hotel located area older residential rental housing units, carpeting stained great big splashes i-don't-know-what, did not look attempt clean, refrigerator barely cool apparently warped door floor tip open, closet lost half space large circuit breaker panel located, panel fully accessible flipped breakers night, in-room safe floor closet prone position floor order use, 19 inch tv located desk approximately 18 feet away bed, placed desk blocking tv high-backed restaurant chair reminded ones chinese buffet, round table dusty ancient half-round stuffed velour chair n't sit, chair left-over 1970 style doctor waiting room chair, nothing matched, bedside lamps covered dried white splattered substance unknown origin did not touch use, lampshades lamps stained dusty, dust-covered extension cord hung mattress bed bolted headboard plugs, wet bar dirty note indicating charges incurred used coffee tea tray, left hotel morning 8:15 spoke housekeeping staff hallway left, returned hotel 5:30 p.m. room not touched, chased housekeeper got fresh towels service room, door room did not lock unless pushed fingers latch pull discovery luckily, returned room retrieve forgotten item, parking 12 night in-room brochure, not local shuttle service advertised website, did not use restaurants room dirty did n't dare venture restaurants, lounge closed apparently quite time, reported, expressions concern dissatisfaction met blank stares completely ignored desk staff, man just laughed said busy, check-out asked general manager, handed comment card directly told extremely disappointed accommodations wanted sure got card said absolutely nothing nor did look, just took card opened placed desk, tried bellman room assistance taking luggage 7 bags phone not operating, check-out asked desk bellman sent help luggage told, told phone did not work said contact bellman, went room waited no appeared, ended making trips luggage, not allowed use luggage carts way told strictly bellman use, stood waited shuttle bus 20 minutes, no time did hotel approach discuss dissatisfaction apologize, additionally waited shuttle noticed thousands tiny white bugs crawling door ash-can neglected area, luggage away door sidewalk away swarms, n't know seen like tiny little white bugs, case wondering chose not change hotels nights hotel charged fully entire reservation said 72-hour cancellation policy, needed couple nights stayed wanted enjoy days moving luggage hotels just did n't fit agenda, just n't worth additional 20 30 cab fare dollars room able pro-bowl remember, bought sanitizer sprayed room sheets opened sliding door let breeze blow freshen things went sleep, hawaii weeks nights end waikiki queen kapiolani highly recommend, spotlessly clean staffed friendly people know customer service, expensive place fabulous location tourists.we not fussy people did expect nice room attentive hotel staff cleanliness nice pool quiet night, did not hotel says offers, apparently no control lies tell property website, understand advertising website way mark, impression place run off-island owners interested line, overheard hallway appears trying sell rooms condos making money days, definitely not place stay honolulu, want lobby drop look, paste poster angels clouds doves ceiling look, good thing stay hotel easier leave beautiful hawaii come home,  ;1
this place is falling apart the rooms stink, my room had punched in walls a windows covered by a plank of wood, toilets and bathroms were filthy and we jus chose to shower on the last day thats how flthy they were, wernt cleaned in 4 days...all bathrooms are shared website advrties wrongly...i acutally cried thats how bad it was... most hostels are better...it a illegal hotel meant for public renting and has WORKING MALE PROSTITUES staying there no joke...only good thing its in a nice safe area!!!!!;1
At first I thought my room (#340) smelled like a wet dog. After a long trip, I was willing to put up with it for a one-night stay. When I lay down, I realized it wasn't a wet-dog smell, it was a homeless person smell. It is now 2 a.m., and the stench has grown unbearable. I'd like to check out immediately, but the earliest train to my destination on Long Island doesn't leave until 7:30 a.m. I had been planning on a leisurely morning in the city and the noon train. Now it looks like I will be going first thing in the morning on three hours sleep.  I booked this after reading about the place in a news story online about cute, cheap hotels in the city. Don't risk it. It's sooooo gross.;1
We made reservations at this hotel for the busy Christmas season by calling the Days Inn 800 reservation number. Prior to arriving I called the actual hotel to confirm our reservation and was told that an error had been made. The person at the hotel informed me that the hotel did not allow the specified roll-away for our 10 year old son, and that the room did not allow for three people. I explained that when I made the reservation the person actually called the hotel to make sure a roll-away was available.  The indifferent clerk said she didnt make the reservation and she didn't have any more rooms at our confirmed rate.  We were offered a smoking room for $100 a night more.  After several calls to the so-called Days Inn corporate customer service and several unreturned phone;1
"One of the worst hotels I've ever stayed in.   Unprofessional staff singing songs about ""crusty vaginas"" on reception whilst we waited for them to get our keys.   One of two bathrooms on the floor broken so everyone on the floor shared one toilet, one sink, and one shower. The shower was broken and the whole room was wet as a result of it being constantly on. The flush on the toilet didn't work so we had to put up with the stench of its contents as well as look at the lidless bin full of bloody sanitary products and stand in years of accumulated rat faeces whilst brushing our teeth.  The room itself was extremely spartan, and had peeling paint on the dirty walls, but the bed was fine.  Slight concern about safety as there was a patch on the wall where the smoke detector used to";1
I had a terrible experience with this hostel. They were inefficient and rude, and I would never recommend it to anyone. They treated us terribly. I phoned on the day we were arriving to confirm that they knew we were coming as we were getting there late, which they said they did. Then, when we got there late at night, about 11pm, they told us that they did not have space for us and were going to put us in another hostel. We were exhausted, having travelled to get there all day, and this was a dreadful way to be treated. They made us wait alone in the freezing cold outside for a taxi and sent us about 20 blocks away. We had selected this hostel for the location, so to be sent 20 blocks away was unacceptable. If we had known before hand, which they could have told us, we could;1
stay away, worst resort, stayed 11 days 11 days long, 8, got food poisoning staff rude, resort dirty food bad peope unaccomadating service none, stay, spend money sick treated like poop,  ;1
Very small room as well as the bed (I'm not sure that it is a real queen size bed). There were 4 people in our group so I try to pay extra (10 dollars per night) to upgrade my room to a biggest one. And I pay more (20 Dollars per night)for one single extra bed. They gave me a key to move our stuffs to new room by ourselves. More over, when we are back from our trip in the evening they did not add any extra bed to my new room so I have to call them to finish it and they said they forgot to. Moreover there is no staff available at that time so I have to wait for more than 15 minutes for their staff to finish their dinner!!!  I've heard that hotel was recently refurbished but I don't think so. Room's door was a bit broken as well as bath room door.   There is no wardrobe and the;1
Me and My partner stayed at this hotel between 28th Feb to 4 March 2019, where do I start....  1) when we turned up to the hotel no one was helpful what so ever all stood round chatting while we stood waiting to check in and while we was stood waiting a customer checking was arguing with them due to their poor service.  2) me and my boyfriend ask for some help with getting some tickets printed off so we can a guy down stairs at the desk, when we ask if he could help he very rudely said I don't do that, go down stairs and do it. which at this point was our first 24 hours there so we didn't know we could do that.  3) about the second night in we wanted to go to a comedy club but was having problems booking the tickets so we asking the desk if they could point us in the right;1
