Review;Rating
We did not choose this hotel but were sent there when there was a mix up with our hotel booking service. This hotel was clean and the service was good. Staff were pleasant. The lighting and decor were part of the styling of this hotel. It is a fairly standard four star hotel in a good location. Room service menu was limited and expensive. There are however a number of restaurants nearby. You have to pay for wifi which is unfortunate but you pay for each device which gets expensive. You also pay about $3 for a cup of tea or coffee in the room. The minibar is one of the most expensive I have seen. Again there is a Starbucks and Duane Reade just a minute away so you can stock up on necessities there. The room was extremely small and the beds were very firm which would be a problem;3
It is located in the heart of Manhattan, so very easy to access everywhere.  The personnel is very helpful.  The room is not that comfortable since it is too small. The hotel is very old and should be renovated. Although the it is not allowed to smoke in the rooms, our room was smelling cigarette!;3
"This hotel is a conundrum.  It is not glamouress but for a big rude city like L.A. the staff are absolutely wonderful.  However the hotel is right off the 405 which for a Irish country girl was rather exciting but very very noisy. The hotel does provide earplugs but like Karl Pilkington I can hear my heart beat so I don't like them.  It is convenient if you are a contestant on ""Wheel of Fortune"" or ""Jeopardy"" as there were several at the bar  hoopin and hollerin like they'd won the rodeo but that's more funny than annoying.  The annoying thing is the bathrooms are so outdated.  They are worn and rather sad.  The rooms are nice and the telly is HUGE for the room.  The breakfast was absolutely FANTASTIC and the restaurant staff were wonderful.  I love Hilton most of the time and I";3
You can feel the glory of the past, but the present condition is less impressive... The rooms look old. The view from the top floors is great and the location is very central and close to everything...;3
you obviously have your reasons  for booking to stay here ...........and  the location is very good  and yes it is conveniently close to universal studios  we stayed here because it is close to my family    first the good news rooms on executive floor are spacious .............very good   view from high floors are wonderful ................very good  the bed is comfortable ......................................very good  the linens are good  the bathroom amenities are pleasing........ peter thomas roth  swim area is adequate ...............my granddaughter loved it    on to the bad news  arrival poorly recieved....they were shambolic ........ after a transatlantic flight that displeased    btw   car valet service  is slow  food offering is dull  / weak  bathroom is uninspired;3
"So I will make this as fair as I can be unlike some of the other latest dubious reviews - Driving up to the hotel you wonât see the waterfall as shown on the pictures as this is in fact at the back of the property; itâs fairly non-descript from the front with a drive up to the front lobby. Checking in was fine and the two gentlemen on the front desk were friendly, you do have to leave a small refundable deposit ($100 at the time of writing) for your stay, however I did feel uncomfortable with the hotel taking my passport and making a photocopy of it - I donât know of any hotel outside of Eastern Europe who does this practice and see no reason for doing this with guests, that aside, check-in was completed and was I was shown where the lift was. My room (classed as Starlet Queen);";3
"The hotel is pretty tired. We upgraded our room from the last time we stayed, and the room was the exact same tiny size, with a ""view"". The tub really needed refinishing. The elevators were very slow, with only a few of them working. There is no gift shop, so buying a soda after the lobby kiosk closes is not possible. The staff were mostly pleasant, but our booking was difficult to achieve, as it was a bit complex.";3
Check in was easy with very friendly and welcoming staff. They also helped with the parking - there is a secure car park at rear costs $27 a day. Our room felt small compared to other hotels we had stayed in and the decor was 'tired'. There was very little space for our suitcases and hanging space for clothes was a rail over a sideboard and the ironing board and iron were stored in the space.. The bathroom was also small. We overlooked a small courtyard which is very pleasant  - they advertised a welcome drink between 5-7 but this never materialised the two nights we stayed. The breakfast was okay - reasonable choice and the chef on duty works really really hard cooking fresh omelottes and waffles. There are several places to eat within easy walking distance - there's a Wendy's,;3
Perfect value for money in Upper West Side Manhattan (though closer to Harlem). The onle serious drawback - they failed to find my booking made through budgetplaces.com, and we spent the first night in the available room (it was of higher category though). In the morning we were transferred to the booked room, thanks a lot it was available, as a lady at the reception was not sure it would be.   Tidy linen and towels, no smell, relatively tidy bathrooms  - as good as it gets for $80 per night for a double with shared bathroom.;3
The location is awesome, across from Lincoln Center, near Central Park and Columbus Circle/Time Warner Center.  It is not that inexpensive.  Lobby is beautiful.  Elevators are pretty good, but don't take the stairs!  Our room had a view of an air shaft and trouble with temperature control.  We had to use the air conditioning when it was 40 degrees out because there was some other source of heat that made the room uncomfortable.  Housekeeping sometimes came and helped us as late as 5 pm.  That was very nice.  The shower enclosure was strange - even compared to European-style showers. There was no way to avoid getting water on the floor.  They had run out of cream and sugar and didn't supply it for the coffee for several days!  They tried to charge us for extra decaf coffee and;3
After a delayed flight arrived at The New Yorker to warm welcome at check in. Room was basic, clean but adequate, bathrooms could do with updating. Had breakfast in the Tick Tock Diner, quick and pleasant service.  Dined in Biana Trattoria one evening service was slow, meal average and bar staff more interested in her phone than serving drinks.  Disappointing when we approached information asking how best to get to baseball game. Guy on information disinterested and said that reminded him to ring his son back and promptly picked up his mobile phone and made a call leaving us stood there. We walked away thinking this was very rude. Overall we enjoyed  our stay just a few customer service issues.;3
Poor value. Overpriced. Did I say poor value and overpriced from the quality of the accommodations to the breakfast buffet to the dinner menu to bar drinks to the parking...did I miss anything? Oh, great location near Universal and City Walk.;3
Clean and quiet for sleeping. The AC could have been a bit better if the curtain did not block the air flow. The Astor on the Park had everything we needed. Very close to the subway and in an area that felt very safe.;3
GOOD POINTS * well located on a subway line, Central Park opposite.  ROOM for IMPROVEMENT * dated rooms  * no water or tea/coffee making facility in the room * no free wifi - had to purchase $10/24 hrs per device;3
This is my first visit to the big apple (New York). We selected this hotel because of its closeness to most attractions in Manhatan. The rooms rate is reasonable for downtown New York. The only concern is the parking. There is no free parking or special price for the hotel. Parking is a concern in downtown New York. The rooms are not spacious and the service is below my expectations. I would not stay there again.;3
This hotel is conveniently located on 8th Ave and 34th St close to Penn Station. The lobby is pretty impressive and the staff at the front desk was very friendly. My room has everything I needed. It was small, but I guess that's normal for New York. If you have ever tried to find a good hotel in New York for a reasonable price - this is one. However, don't look too close: the bathroom was okay, but certainly not perfectly clean.;3
"We checked in to the hotel around 10 pm to be told to wait for more than half an hour since the room was not ready. I called beforehand to let them know that we will be there around 10 pm. We were given a $60 voucher to avail during the wait, but the ""generous"" voucher does not help when my old parents were tired of travelling and just wanted to check in and get some rest. Coffee was not refilled even after asking twice for room service. There was no microwave in the room, and the room was not well lit. The safe was not working when we checked in. Ambiance in the lobby is very good. There is a 24 hour cafeteria for purchasing.";3
Booked this hotel for my 50th as it looked nice and central and had good reviews. Emailed the hotel asking for an upgrade as it was a special birthday. Travel agent done the same to increase our chances. Didnt mind paying a little extra. On arrival staff were friendly and they gave us a bottle of champagne as it was my birthday. We were disappointed in our room. Very small and clean but needed updating and looked out on to an abandoned building with graffiti and smashed windows. Spoke to some other guests who said their room was like new. They also had a tea maker which we didn't. So disappointed after trying hard to make sure we had a lovely room before arrival. Expensive for a basic room.;3
The Jane is great in many ways - it's characterful, in a great location and the staff are friendly.  The room really is tiny. Think the size of a double bed. But the hotel is very clear about it in advance and there's plenty of space for storage, so I don't think that's a negative  But the hotel does have some problems:  - The AC is very loud, very difficult to control and not very effective. In a tiny room it really makes a racket, and is behind this wooden drill so the remote doesn't really work, and you can't see what it's set to. When you leave the room, you can't leave it running, so you have to have it on when you're in there. I'm a deep sleeper but it got on my nerves badly.   - The walls and doors are thin. You hear plenty from next door.  - The bathrooms are nice and;3
I stayed at the hotel for one night, instead of five, because they wouldn't let me leave my luggage for one night. Other than that, the rooms are very nice, price is reasonable. Wifi is NOT free, no breakfast.;3
We had 2 nights stay at this hostel. At the moment we checked in the staff told me that we never had a booking with them although I showed us us booking slip. They said they did not received my deposit. I ended up with paying again deposit and 2 nights stay. The room was acceptable with double story bed and shared toilet. There is a sink in the room and every time you want to go to the toilet, you need to bring your own tissues which are provided in the room. The location is near the Hammersmith tube station.;3
The Empire Hotel is old but quirkily refurbished.  A great boutique hotel..... but......  Unfortunately there were a few 'quirks' that weren't on the positive side.  The lobby area which also holds the bar / lounge is generally kept too cold to be comfortable (we were visiting in early autumn) and the staff do not offer refreshments.  On the other hand the rooms were uncomfortably warm, the airconditioner needed to be on high when it was less than 10 degrees outside. From 8am doors in the corridor were slamming for an hour or so, beyond what seemed normal for the amount of doors there were!!!  Rooms are small, but standard for NY and the bathrooms tiny, but all manageable.  Recommend that you purchase water from Duane Reed downstairs as the overpriced minibar is a ridiculous ($7;3
Tiny bathroom, poor designed sink/faucet, lever operated faucet splashes considerably when open, not easy to control without getting clothes wet. No available parking other than valet at $71 for 1 night.;3
A bit pricey, not noisy. Bring your  own bottled water, room water  bottles are overpriced. On site Restaurant food is great! No need to pay $33 for the buffet, menu items are really good. Desk is not the best for working with laptop so... don't expect to get much done there....;3
Only great thing I can say about this hotel is that itâs in a very convenient location! I was able to walk to and from everywhere. The trains are also very close by! The hotel itself is ran down. Itâs very tiny. Do not expect great customer service. This would be a perfect hotel is they did some upgrades to the hotel and worked on their employees customer service skills! Itâs lacking a lot !! The bed isnât that comfortable neither !!! I was actually pretty disappointed in my hotel but you get what you pay for !!!;3
We had big reservations about this hotel because of the poor reviews and Trailfinders contacted them before we arrived.   Doormen are very scruffy but friendly.   Told our room wasn't ready but they would expedite the cleaning and to come back which we did 5 hours later only to be told still not ready.   Eventually they said it was ready but they had to check it over - by this time nearly 7pm.   We had no kettle, cups and saucers or glasses in the room.   We were supposed to drink the complimentary wine from cardboard cups!.   This took no less than 4 visits to reception to rectify - they said they had a no china/glass policy in the rooms.   This is supposed to be a 4* hotel.   Took even more visits to reception to get teaspoons and then they bought a dessertspoon and a soup;3
The Astor on the Park was directly across from Central Park and 3 blocks from the Subway.  The rooms were small but they were cleaned each day and were quite acceptable.  It's a no-frills hotel and so you don't get coffee making facilities, refrigerator, or a safe but you do get a TV and a decent bathroom.  We stayed in several rooms due to our travelling and the beds do vary quite a bit.  Some were acceptable, one squeeked terribly, and one was so hard you could have been sleeping on the floor.  There's one lift in a busy hotel so get used to using the stairs and if possible ask for a room at the back away from the street as it can get noisy but it is New York and you get used to the sirens and the constant horn blowing.   The staff were very friendly and if you're not happy;3
My husband and I stayed here for 4 nights from 25-29 October. Hotel itself is fine, the room was great if not a little dark. We had an alcove room on the 17th floor with a view of the freeway. Nice and close to CityWalk and Universal of course and if you're feeling lazy there's a free shuttle to use as well. Otherwise if you don't have a car, it can get expensive catching cabs.  Check-in was fine, bell staff, porters and doormen all fantastic, as were the servers and housekeeping staff. Definitely felt well looked after. Had room service a couple of times, food is really good, very generous portions, could never get through it all!  The concierge staff were mostly good but we felt we were taken advantage of by one - when asking where we could go outlet shopping it was suggested;3
I have been here many times, however, during my most recent visit I had some problems. First I was not able to select my usual alcove room via the Hilton.com web site. There seemed to be a problem with the Hilton.com web site, since I was unable to check-into three different Hilton hotels last week.   When I physically checked in at the hotel an alcove room was not available. Also Hilton no longer arranged the usual fruit basket for their gold members, which I previously enjoyed. Also they no longer gave me a bar appetizer coupon as they have done in the past. I need to reconsinder my next visit, The nearby Sheraton may be my next best choice.;3
Little gutted there was no tea coffee in room.  But facilities were   downstairs  . perfect place right in centre.  Unfortunately there were no views out window ,just bricks.  Staff were lovely and helpful.  The hotel was dated. But wouldn't stay here again .;3
We (2 friends and I) stayed at the Empire Hotel for 4 nights at the beginning of February 2011.    When we checked in our room (a superior double) was not ready (laundry service problem) so we were upgraded to room #715 which is the largest room at the end of the hall.  It was still on the small side as far as hotel rooms go but it did have a sitting area w/ a couch and a small walk-in closet, and the view was awesome.    When we got to the room we just wanted to quickly clean-up and go eat.  We noticed there were no washcloths or hand towels so we called housekeeping.  It took 25 minutes for them to bring up what we needed...not happy.   After spending our first night there we noticed our internet connection was not good in this room due to it being at the end of the hall,;3
Stayed at the Hilton - check - in was at 4:00 and we got there at 2:30 because we were afraid of the traffic.  We are HHilton members and they told us check in is not till 4:00 and to come back.  We went to Universal Citywalk and came back at 4:30 and the room was ready.  My husband needed the luggage rack and was told he was not allowed to have it in self parking - the valet guy had to take the luggage rack down with my husband to the parking area and get the bags and then take them to our room. So the first tip in the wallet was given.  Then my daughter has allergies and wanted a snack.  I realized there are no microwaves in the room.  I took the popcorn to the front desk and asked where or who could pop the bag. The front desk said nobody can but for $20 you can rent the;3
Used to stay here all the time for work.  Havenât been here in years and have to say, this place needs a makeover big time.  Carpets are fraying, was no shower door in our room, ring the front desk during normal hours and sometimes no one picks up at all, no room service accessible, and it generally just needs to be re done.  The good news?  Itâs reasoanbly cheap and the location is obviously very good being close to the park and Lincoln Center.;3
It was exactly what I needed a place to lay my head get a shower ( Dont forget shower shoes). It was good and convienant to all the places I needed to be. On,a real quaint and quiet street for Manhattan;3
I went to this hotel in this last summer for 4 days. I expected a bigger room but it was OK. I stayed with 5 people in the same room, but I think it was enough for us. It is a pretty good hotel considering that is in New York, it is near to the subway station and there are plenty of grocery stores in the neighborhood. I highly recommend this hotel if you want something ship and fine. I did read some comments about the noise but it was't s very quite but also not strong enough to did't let you sleep. By the way, it has wi fi and it works fine.;3
Days Inn on 94th is a basic hotel with decent enough facilities. Staff are competent without being over friendly. Given the location it is decent value but if you are looking for comfort and luxury then this isn't the place. That said, it is perfectly good as a place to lay your head before getting out into NYC.;3
Its a great place to stay. But they do not have proper water, tea, coffee availability in the room.;3
I had a good experience with This hotel. We stayed 3 nights in a triple bedroom. It was clean. The employees are very nice and helpful. The location is good, very close to the metro and In a multicultural neighbourhood with easy access to Laguardia airport by M60 bus. But don't expect anything fancy. It is an old building with shared bathrooms and Internet is not working in the room. You have to go in the lobby or basement.;3
