Review;Rating
This is my 3rd time here. The staff delivers a very hi level of service in every regard, without exception. I was even impressed that the fitness room is very well cared for and cleaned. (unusual!) The challenge here is that this hotel is probably 40-45 years old and its age shows. We were here two years ago and the elevator bank was being renovated. The elevator bank is still being renovated! However, they devote two staff people to directing traffic to help people in and out quickly, and they even have one person operating the elevator (what a throwback). There is a memo on the desk in our room warning that you better leave extra time due to likely elevator delays, so this is clearly not a plus. Several times, there was no room for people on lower floors to get on :(  Another;4
The hotel was clean, but the room was so small that you almost had to step in the shower to close the bathroom door. They don't provide free internet to there customers. They charge $2.99 a day for internet. The pool was small, but on there website it looked much larger.;4
"I stay at Hilton brand hotels exclusively.  I am a gold member, which in most Hilton brand hotels, it allows for a complimentary breakfast in the morning.    I was surprised to be asked to pay for a supposed upgrade to the breakfast.  So, this hotel uncharges you from the supposed Executive Breakfast.  So the Executive breakfast is basically a little area in the end of the buffet line.  I stood in the omelet line, which I was then asked by the waiter if I wanted to order from that side it was a ""$10"" upgrade.  I didn't feel like arguing, so I said OK.  The upgrade is actually 10.99, not a big deal.  I just like to be told the right amounts.  I looked over to the Executive breakfast area and I didn't see anything on there but a few yogurts and basic breakfast fruits.  Like I";4
We booked and paid well in advance for four nights on Expedia.  As the stay approached I wanted to cancel based on the reviews but couldn't as we had prepaid.  However I had nothing to worry about as the hotel did absolutely everything that we needed it to do.  Parking is expensive so I parked on the street on Vermont Place (right next to the hotel) where parking was free from 20:00 to 08:00.  We were out all day so this did not cause us a problem.  On a mornign I went and put one hours parking on the car before we had breakfast which cost very little.  Parking was free all day Sunday.  One day had overnight street cleaning so watch out for this.  Pull onto the ramp to load/unload baggage then park up.  Our room was a little tired but a decent size and comforatbel with air con,;4
We stayed at the Days Inn on 94th and Broadway for four nights.  This was our second experience staying at this hotel.  Our room was much larger this time as it was a corner room and just as clean as the time before.  There were NO BEDBUGS.  One bank of elevators is rather old but we avoid using them and always catch the newer ones. The Days Inn is close to the subway, Central Park and a great restaurant for breakfast, Key West.  When we go to NYC, we are hardly ever in the room except to sleep because there is so much to see and do so this works perfectly.    I would recommend this hotel to anyone who wants a clean place to stay, close to the subway and doesn't need all the amenities of an expensive hotel.;4
We stayed here during our recent trip to California. Hotel is virtually next door to Universal Studios which is what we wanted to do and were able to walk in the morning to. It has nice ambience  in the entry hall and couple of nice restaurants for food as well. Parking is available onsite but comes at an added extra cost. Has a pool which is kids friendly but is outside, however it does have water that is temperature controlled. Our room was decent size & looked modern. However i must say, carpet in the room looked dirty & not upto the mark. They do not provide slippers for stay, so be prepared to have your shoes on unless you are happy to walk on dirty carpet. Staff was nice and cheerful, buffet breakfast had lots of options of food but is pricey. One thing to note is the;4
Great welcome followed by a room upgrade to celebrate a 10th year wedding anniversary. Good room the aircondition was very noisy took a few days getting used to. Pasquale was exceptional when it came to sorting out a charge issue. He listened when another colleague could not find  the error or acknowledging there was a problem! All in all extremely pleasant trip to NYC.;4
I stayed here in November '03. It is an older hotel, so the decor/furniture/bathroom/elevators are not the greatest but we didn't have any major problems, and in NYC for less than $100/nt, it was to be expected. The best part of the hotel is the location-- only a few blocks from an express subway stop so you can be in Times Square/Theater District in two stops. There are a lot of places to eat nearby, and Central Park is only a few blocks away. I would definitely stay there again.;4
We stayed here in March for 5 nights, the location is perfect for NYC- easy to get to everywhere and a metro very close by. Only reason this is not a 5/5 is because the rooms could do with an update (although not a major problem as we didnât spend much time in the room) and the shower head was so powerful it hurt!! We would stay again.  Also, we booked through Virgin Holidays and therefore did not have to pay the additional fee people have mentioned on here.;4
This was the almost-perfect base for our first time experiencing Halloween Horror Nights. I say almost-perfect due to a couple of hiccups stemming from having to book two separate nights (one was a free night certificate and the other was paid out of pocket). Basically, the mobile key stopped working after the first night, which also affected us exiting the parking garage.  Otherwise, it was a great stay. I thoroughly enjoy the ability to select your room through the Hilton app the day before you arrive. I was able to snag a high floor with an excellent view of the valley. We even got an early notification that our room was ready around 1pm.  Our single king room was spacious and comfortable. The bathroom felt upscale with our complimentary toiletry items nicely presented on the;4
