Review;Rating
We were met by 2 staffs from the Riad who took our luggage (2 couples) and swiftly navigated the streets and led us to an unassuming door. When we stepped in the Riad was just beautiful.  We spent three nights in two rooms, Gingembre & Vanilla.  Both rooms were lovely, spacious, clean and beautifully decorated.  Bedding was firm and comfortable.  The roof terrace was beautiful and large, with a beautiful view of the Medina and the Koutoubia mosque in the south and in the distance on clear days, the Atlas mountains.    But what makes this such a great place to stay is the handy local cell phone, the extremely hospitable staffs and complimentary laundry service.  They gave you a cell phone to use. It had the Riadâs number programmed into it, so if you got lost they could give you;5
The Empire is our first choice for hotel in Manhattan.  Great location, close to excellent restaurants, entertainment and subways.  Walking distance to Central Park and the museums.  Lots of character and charm and a boss rooftop bar.;5
Hotel is so busy with people and in a wonderful location. However, a friendly staff, Mohamed, made the check in nice and gave it a personal feel. I am so thankful.  The Room has an awesome view from the 29th floor.;5
Absolutely fantastic staff! They truly were over accommodating at every step of the way. The front desk team were able to get my colleague and I an early check-in. The bellmen were also lovely. The room was large and had all the amenities necessary for a business trip.;5
Great spot for a quick weekend getaway. If you're attending a performance at Lincoln center this is a nice option. Staff was very welcoming, helpful during our stay. Room was a bit on the small side, but it was fine for us.;5
Great place good staff central location had a great time celebrating daughters birthday tick tock diner great American breakfast but the trattatoria not great food very ordinary. 3 rd time here and would come again;5
I'm not sure why the reviews are as low as they are. This is a great hotel, although the front desk always seems to have slow computers, it is not the fault of the staff. We were greeted warmly and our rooms were immaculate. Then in the middle of the night, my disabled sister fell out of bed and my husband and I could not lift her. I called down to the front desk asking for assistance and almost immediately Cedrick arrived to save the day (or night). He not only immediately returned my sister to her bed but called for backup with Fredrick and positioned her back in a comfortable place , calming her all along the way. I don't know what we would have done without the clear thinking Cedrick who then brought us a wheelchair and a bathing chair that we should have requested in the;5
This is without a doubt the best hotel Iâve stayed in, everything was truly perfect. The staff were kind and genuine, they were able to provide recommendations and helped us sort a tour of the city. The hotel itself was a beautiful building with stunning uninterrupted views of the Atlas Mountains from the rooftop, sunset was a real highlight up there. The food was amazing, breakfast each morning was excellent and the dinners surpassed all expectation - which led to us eating at the hotel three times during our stay!! Thank you for making our stay a memorable one, we hope to be back soon.;5
Convenient location: Right next to Madison SQ garden and a subway stop. Walk a little bit more and thereâs Times Square! Nice view: I stayed on the 22nd floor and I was able to see The Empire State Building!  One night was a little under $170 (which is a steal for its location), but they allowed us to check in 2 hours earlier than the check in time so that was awesome ðð»;5
Firstly, I am loath to sing the praises of this hotel as I am trying to organise a stay with my husband in October - and will be gutted if we can't get a room! Everything about this place exceeded my expectations.   First impressions count - we arrived late after 24+ hours of travel & the doorman was quick to assist us with our luggage. Front desk check in was like catching up with an old friend â Majid went out of his way to find out where we were from, share a little insight and get us checked in quickly. We went with a deluxe room and werenât disappointed. This was one of many hotels spanning our USA trip and was by far the best in terms of value for money, location & staff.  Bathroom was huge, beds super comfy, shower pressure & temperature were fab, housekeeping spot on,;5
